Vg,Id
-0.192545,1.8591049829594816e-10
-0.29719,2.0176413917537257e-09
-0.401923,3.0587669569866124e-08
-0.495629,3.46018477268171e-07
-0.605594,2.0925311295747665e-06
-0.70441,5.963401866660727e-06
-0.808613,1.2168155391709177e-05
-0.901834,2.1896954981845727e-05
-1.01141,3.068111955093222e-05
-1.09905,3.6350600316307667e-05
-1.20858,4.3094023567148556e-05
-1.30715,4.697859354465062e-05
