Vg,Id
-0.176508,8.020298264762881e-10
-0.25346,2.589321275031742e-09
-0.297444,5.274553939366939e-09
-0.402177,7.996285612456286e-08
-0.501336,8.321787361058517e-07
-0.605859,5.7037288664157e-06
-0.704753,2.177711447218943e-05
-0.809011,5.475887109348897e-05
-0.902298,0.0001266155079856548
-1.00647,0.00022791804958456776
-1.10513,0.0003618838126211214
-1.20921,0.000466336065756354
-1.30233,0.0005761700042322857
