Vg,Id
-0.099181,6.001436749604617e-11
-0.198594,1.6327718129775244e-09
-0.298007,4.442176397211147e-08
-0.402695,5.697937317621902e-07
-0.501645,2.6809246430401178e-06
-0.594943,6.463424141848396e-06
-0.704609,1.2650580268638765e-05
-0.797764,1.7717350143674963e-05
-0.901856,2.380532599737153e-05
-1.00595,3.198527610095115e-05
-1.1045,3.344162787071481e-05
-1.20307,3.8011493996836925e-05
-1.3071,3.974829037934645e-05
