Vg,Id
-0.19355,8.327712560978327e-09
-0.298205,9.42347359276502e-08
-0.397431,1.2601185039983964e-06
-0.501987,9.790167732163145e-06
-0.600914,4.237080391152296e-05
-0.710636,0.00010219800414318491
-0.803856,0.00018390840442830732
-0.90796,0.00025764540128750586
-1.01206,0.0003609465840999711
-1.11613,0.0004460957164814114
-1.21472,0.0005286898848372798
-1.31329,0.0006009344441226918
