tag,round_name,u0,xl,dvtshift,delta_wgaa,delta_tgaa,eot_0,loss,log_rmse_all,log_rmse_low,log_rmse_mid,rel_rmse_high,lin_rmse,max_rel_err_high,status
fit_l085,local,0.012,1.6e-08,-0.02,-2e-09,0.0,9.024999999999999e-10,1.3441939302592931,1.2267000269623407,1.9607359983951482,0.9800476612395105,0.4699756131878094,3.402570590187342e-06,0.4866404475879502,ok
fit_c027,coarse,0.015,1.2e-08,0.12,0.0,0.0,9.000000000000001e-10,1.3885085421047159,1.312210605920645,2.016826991760137,1.1316250490002169,0.30519174473628297,2.6168056362420445e-06,0.34581716490193176,ok
fit_c063,coarse,0.01,1.2e-08,0.12,0.0,0.0,1.05e-09,1.3910304034568635,1.2540642668830793,1.8779204207159685,1.1049904873174008,0.5478645462951367,3.9916704545288145e-06,0.5650057254678701,ok
fit_l127,local,0.015,2e-08,-0.02,-2e-09,-1e-09,9.024999999999999e-10,1.4079558892832267,1.296979593164989,2.07349542415943,1.039605879895599,0.44390518447295035,3.270474856148992e-06,0.45736388718511006,ok
fit_l125,local,0.015,2e-08,-0.02,-2e-09,0.0,9.024999999999999e-10,1.434551520679411,1.3276322111365497,2.1222634571060146,1.066126710256412,0.4276772381714457,3.1836150928261998e-06,0.44006111103691453,ok
fit_c007,coarse,0.015,1.2e-08,0.12,0.0,0.0,8.500000000000001e-10,1.4561945219372951,1.3815063074008072,2.1221484195020928,1.1930365337719782,0.2987528581459524,2.620916550384763e-06,0.34502120099610895,ok
fit_l107,local,0.012,1.2e-08,0.02,-2e-09,-1e-09,9.024999999999999e-10,1.4947468952795904,1.3824275387255267,2.1758451064370923,1.1409160420329876,0.4492774262162545,3.3613208280511304e-06,0.45844605757585005,ok
fit_l091,local,0.012,2e-08,-0.02,-2e-09,-1e-09,9.024999999999999e-10,1.5148354287364088,1.3760642128153648,2.170252052124627,1.1216332254004788,0.5550848636841758,3.982367641499684e-06,0.5658516357340617,ok
fit_c043,coarse,0.01,1.2e-08,0.12,0.0,0.0,9.5e-10,1.5236212251001748,1.388484583151484,2.0875252343579147,1.2218152270329175,0.5405465677947633,3.986172044802642e-06,0.5642097615620473,ok
fit_l105,local,0.012,1.2e-08,0.02,-2e-09,0.0,9.024999999999999e-10,1.539447364473518,1.4305225428077992,2.24972322263733,1.1839390641435161,0.43569928666287505,3.3001179470977577e-06,0.44859600424129364,ok
fit_l089,local,0.012,2e-08,-0.02,-2e-09,0.0,9.024999999999999e-10,1.5418688217295127,1.4063426171106015,2.2190369498364415,1.147801385908034,0.5421048184756444,3.910710873654912e-06,0.5520357308248562,ok
fit_l099,local,0.012,1.6e-08,0.0,-2e-09,-1e-09,9.024999999999999e-10,1.5442279023489518,1.4161375673437706,2.2278333123344325,1.165161782762643,0.5123613400207251,3.742543126346493e-06,0.5199301994167977,ok
fit_l097,local,0.012,1.6e-08,0.0,-2e-09,0.0,9.024999999999999e-10,1.5788048683961375,1.4540312017696695,2.2870850728273426,1.1987126617659671,0.499094666505872,3.6748616074597487e-06,0.507298342295721,ok
fit_c023,coarse,0.01,1.2e-08,0.12,0.0,0.0,9.000000000000001e-10,1.5908745545788565,1.456753073119587,2.192705582069812,1.2819917518627986,0.536485925837078,3.982218594469071e-06,0.563712284120908,ok
