sweep_v,q_v,qb_v
0.491,0.491,0.002265
0.492,0.492,0.002199
0.493,0.493,0.002135
0.494,0.494,0.002072
0.495,0.495,0.002012
0.496,0.496,0.001952
0.497,0.497,0.001895
0.498,0.498,0.001839
0.499,0.499,0.001784
0.5,0.5,0.001731
0.501,0.501,0.00168
0.502,0.502,0.001629
0.503,0.503,0.001581
0.504,0.504,0.001533
0.505,0.505,0.001487
0.506,0.506,0.001442
0.507,0.507,0.001398
0.508,0.508,0.001356
0.509,0.509,0.001314
0.51,0.51,0.001274
0.511,0.511,0.001235
0.512,0.512,0.001197
0.513,0.513,0.00116
0.514,0.514,0.001124
0.515,0.515,0.00109
0.516,0.516,0.001056
0.517,0.517,0.001023
0.518,0.518,0.0009907
0.519,0.519,0.0009597
0.52,0.52,0.0009295
0.521,0.521,0.0009002
0.522,0.522,0.0008717
0.523,0.523,0.0008441
0.524,0.524,0.0008172
0.525,0.525,0.0007912
0.526,0.526,0.0007659
0.527,0.527,0.0007413
0.528,0.528,0.0007175
0.529,0.529,0.0006943
0.53,0.53,0.0006719
0.531,0.531,0.0006501
0.532,0.532,0.0006289
0.533,0.533,0.0006084
0.534,0.534,0.0005885
0.535,0.535,0.0005692
0.536,0.536,0.0005505
0.537,0.537,0.0005323
0.538,0.538,0.0005147
0.539,0.539,0.0004977
0.54,0.54,0.0004811
0.541,0.541,0.0004651
0.542,0.542,0.0004495
0.543,0.543,0.0004345
0.544,0.544,0.0004199
0.545,0.545,0.0004057
0.546,0.546,0.000392
0.547,0.547,0.0003788
0.548,0.548,0.0003659
0.549,0.549,0.0003535
0.55,0.55,0.0003414
0.551,0.551,0.0003297
0.552,0.552,0.0003184
0.553,0.553,0.0003075
0.554,0.554,0.0002969
0.555,0.555,0.0002867
0.556,0.556,0.0002767
0.557,0.557,0.0002672
0.558,0.558,0.0002579
0.559,0.559,0.0002489
0.56,0.56,0.0002402
0.561,0.561,0.0002318
0.562,0.562,0.0002237
0.563,0.563,0.0002159
0.564,0.564,0.0002083
0.565,0.565,0.000201
0.566,0.566,0.0001939
0.567,0.567,0.000187
0.568,0.568,0.0001804
0.569,0.569,0.000174
0.57,0.57,0.0001678
0.571,0.571,0.0001619
0.572,0.572,0.0001561
0.573,0.573,0.0001506
0.574,0.574,0.0001452
0.575,0.575,0.00014
0.576,0.576,0.000135
0.577,0.577,0.0001302
0.578,0.578,0.0001255
0.579,0.579,0.000121
0.58,0.58,0.0001167
0.581,0.581,0.0001125
0.582,0.582,0.0001085
0.583,0.583,0.0001046
0.584,0.584,0.0001008
0.585,0.585,9.721e-05
0.586,0.586,9.372e-05
0.587,0.587,9.035e-05
0.588,0.588,8.71e-05
0.589,0.589,8.397e-05
0.59,0.59,8.095e-05
0.591,0.591,7.804e-05
0.592,0.592,7.524e-05
0.593,0.593,7.254e-05
0.594,0.594,6.994e-05
0.595,0.595,6.743e-05
0.596,0.596,6.501e-05
0.597,0.597,6.268e-05
0.598,0.598,6.044e-05
0.599,0.599,5.828e-05
0.6,0.6,5.62e-05
0.601,0.601,5.419e-05
0.602,0.602,5.226e-05
0.603,0.603,5.04e-05
0.604,0.604,4.861e-05
0.605,0.605,4.689e-05
0.606,0.606,4.523e-05
0.607,0.607,4.363e-05
0.608,0.608,4.209e-05
0.609,0.609,4.061e-05
0.61,0.61,3.918e-05
0.611,0.611,3.781e-05
0.612,0.612,3.649e-05
0.613,0.613,3.521e-05
0.614,0.614,3.399e-05
0.615,0.615,3.281e-05
0.616,0.616,3.168e-05
0.617,0.617,3.058e-05
0.618,0.618,2.953e-05
0.619,0.619,2.852e-05
0.62,0.62,2.755e-05
0.621,0.621,2.661e-05
0.622,0.622,2.571e-05
0.623,0.623,2.484e-05
0.624,0.624,2.401e-05
0.625,0.625,2.321e-05
0.626,0.626,2.243e-05
0.627,0.627,2.169e-05
0.628,0.628,2.097e-05
0.629,0.629,2.029e-05
0.63,0.63,1.962e-05
0.631,0.631,1.899e-05
0.632,0.632,1.837e-05
0.633,0.633,1.778e-05
0.634,0.634,1.722e-05
0.635,0.635,1.667e-05
0.636,0.636,1.615e-05
0.637,0.637,1.564e-05
0.638,0.638,1.516e-05
0.639,0.639,1.469e-05
0.64,0.64,1.424e-05
0.641,0.641,1.381e-05
0.642,0.642,1.339e-05
0.643,0.643,1.299e-05
0.644,0.644,1.26e-05
0.645,0.645,1.223e-05
0.646,0.646,1.188e-05
0.647,0.647,1.153e-05
0.648,0.648,1.12e-05
0.649,0.649,1.089e-05
0.65,0.65,1.058e-05
0.651,0.651,1.029e-05
0.652,0.652,1e-05
0.653,0.653,9.732e-06
0.654,0.654,9.47e-06
0.655,0.655,9.219e-06
0.656,0.656,8.976e-06
0.657,0.657,8.743e-06
0.658,0.658,8.519e-06
0.659,0.659,8.304e-06
0.66,0.66,8.096e-06
0.661,0.661,7.896e-06
0.662,0.662,7.704e-06
0.663,0.663,7.519e-06
0.664,0.664,7.341e-06
0.665,0.665,7.17e-06
0.666,0.666,7.006e-06
0.667,0.667,6.847e-06
0.668,0.668,6.695e-06
0.669,0.669,6.548e-06
0.67,0.67,6.407e-06
0.671,0.671,6.271e-06
0.672,0.672,6.14e-06
0.673,0.673,6.014e-06
0.674,0.674,5.893e-06
0.675,0.675,5.776e-06
0.676,0.676,5.664e-06
0.677,0.677,5.556e-06
0.678,0.678,5.451e-06
0.679,0.679,5.351e-06
0.68,0.68,5.255e-06
0.681,0.681,5.162e-06
0.682,0.682,5.073e-06
0.683,0.683,4.987e-06
0.684,0.684,4.904e-06
0.685,0.685,4.824e-06
0.686,0.686,4.747e-06
0.687,0.687,4.673e-06
0.688,0.688,4.602e-06
0.689,0.689,4.533e-06
0.69,0.69,4.467e-06
0.691,0.691,4.403e-06
0.692,0.692,4.342e-06
0.693,0.693,4.283e-06
0.694,0.694,4.226e-06
0.695,0.695,4.171e-06
0.696,0.696,4.118e-06
0.697,0.697,4.067e-06
0.698,0.698,4.018e-06
0.699,0.699,3.971e-06
0.7,0.7,3.925e-06
