sweep_v,q_v,qb_v
0.492,0.492,0.232
0.493,0.493,0.2312
0.494,0.494,0.2305
0.495,0.495,0.2298
0.496,0.496,0.2291
0.497,0.497,0.2283
0.498,0.498,0.2276
0.499,0.499,0.2269
0.5,0.5,0.2262
0.501,0.501,0.2255
0.502,0.502,0.2248
0.503,0.503,0.2242
0.504,0.504,0.2235
0.505,0.505,0.2228
0.506,0.506,0.2221
0.507,0.507,0.2215
0.508,0.508,0.2208
0.509,0.509,0.2201
0.51,0.51,0.2195
0.511,0.511,0.2188
0.512,0.512,0.2182
0.513,0.513,0.2175
0.514,0.514,0.2169
0.515,0.515,0.2163
0.516,0.516,0.2157
0.517,0.517,0.215
0.518,0.518,0.2144
0.519,0.519,0.2138
0.52,0.52,0.2132
0.521,0.521,0.2126
0.522,0.522,0.212
0.523,0.523,0.2114
0.524,0.524,0.2108
0.525,0.525,0.2102
0.526,0.526,0.2096
0.527,0.527,0.2091
0.528,0.528,0.2085
0.529,0.529,0.2079
0.53,0.53,0.2074
0.531,0.531,0.2068
0.532,0.532,0.2063
0.533,0.533,0.2057
0.534,0.534,0.2052
0.535,0.535,0.2046
0.536,0.536,0.2041
0.537,0.537,0.2035
0.538,0.538,0.203
0.539,0.539,0.2025
0.54,0.54,0.202
0.541,0.541,0.2015
0.542,0.542,0.2009
0.543,0.543,0.2004
0.544,0.544,0.1999
0.545,0.545,0.1994
0.546,0.546,0.1989
0.547,0.547,0.1984
0.548,0.548,0.198
0.549,0.549,0.1975
0.55,0.55,0.197
0.551,0.551,0.1965
0.552,0.552,0.196
0.553,0.553,0.1956
0.554,0.554,0.1951
0.555,0.555,0.1946
0.556,0.556,0.1942
0.557,0.557,0.1937
0.558,0.558,0.1933
0.559,0.559,0.1928
0.56,0.56,0.1924
0.561,0.561,0.1919
0.562,0.562,0.1915
0.563,0.563,0.1911
0.564,0.564,0.1906
0.565,0.565,0.1902
0.566,0.566,0.1898
0.567,0.567,0.1894
0.568,0.568,0.1889
0.569,0.569,0.1885
0.57,0.57,0.1881
0.571,0.571,0.1877
0.572,0.572,0.1873
0.573,0.573,0.1869
0.574,0.574,0.1865
0.575,0.575,0.1861
0.576,0.576,0.1857
0.577,0.577,0.1853
0.578,0.578,0.185
0.579,0.579,0.1846
0.58,0.58,0.1842
0.581,0.581,0.1838
0.582,0.582,0.1834
0.583,0.583,0.1831
0.584,0.584,0.1827
0.585,0.585,0.1823
0.586,0.586,0.182
0.587,0.587,0.1816
0.588,0.588,0.1813
0.589,0.589,0.1809
0.59,0.59,0.1806
0.591,0.591,0.1802
0.592,0.592,0.1799
0.593,0.593,0.1795
0.594,0.594,0.1792
0.595,0.595,0.1788
0.596,0.596,0.1785
0.597,0.597,0.1782
0.598,0.598,0.1778
0.599,0.599,0.1775
0.6,0.6,0.1772
0.601,0.601,0.1769
0.602,0.602,0.1765
0.603,0.603,0.1762
0.604,0.604,0.1759
0.605,0.605,0.1756
0.606,0.606,0.1753
0.607,0.607,0.175
0.608,0.608,0.1747
0.609,0.609,0.1744
0.61,0.61,0.1741
0.611,0.611,0.1738
0.612,0.612,0.1735
0.613,0.613,0.1732
0.614,0.614,0.1729
0.615,0.615,0.1726
0.616,0.616,0.1723
0.617,0.617,0.172
0.618,0.618,0.1717
0.619,0.619,0.1715
0.62,0.62,0.1712
0.621,0.621,0.1709
0.622,0.622,0.1706
0.623,0.623,0.1703
0.624,0.624,0.1701
0.625,0.625,0.1698
0.626,0.626,0.1695
0.627,0.627,0.1693
0.628,0.628,0.169
0.629,0.629,0.1687
0.63,0.63,0.1685
0.631,0.631,0.1682
0.632,0.632,0.168
0.633,0.633,0.1677
0.634,0.634,0.1675
0.635,0.635,0.1672
0.636,0.636,0.167
0.637,0.637,0.1667
0.638,0.638,0.1665
0.639,0.639,0.1662
0.64,0.64,0.166
0.641,0.641,0.1657
0.642,0.642,0.1655
0.643,0.643,0.1653
0.644,0.644,0.165
0.645,0.645,0.1648
0.646,0.646,0.1645
0.647,0.647,0.1643
0.648,0.648,0.1641
0.649,0.649,0.1639
0.65,0.65,0.1636
0.651,0.651,0.1634
0.652,0.652,0.1632
0.653,0.653,0.163
0.654,0.654,0.1627
0.655,0.655,0.1625
0.656,0.656,0.1623
0.657,0.657,0.1621
0.658,0.658,0.1619
0.659,0.659,0.1617
0.66,0.66,0.1614
0.661,0.661,0.1612
0.662,0.662,0.161
0.663,0.663,0.1608
0.664,0.664,0.1606
0.665,0.665,0.1604
0.666,0.666,0.1602
0.667,0.667,0.16
0.668,0.668,0.1598
0.669,0.669,0.1596
0.67,0.67,0.1594
0.671,0.671,0.1592
0.672,0.672,0.159
0.673,0.673,0.1588
0.674,0.674,0.1586
0.675,0.675,0.1584
0.676,0.676,0.1582
0.677,0.677,0.158
0.678,0.678,0.1578
0.679,0.679,0.1576
0.68,0.68,0.1575
0.681,0.681,0.1573
0.682,0.682,0.1571
0.683,0.683,0.1569
0.684,0.684,0.1567
0.685,0.685,0.1565
0.686,0.686,0.1564
0.687,0.687,0.1562
0.688,0.688,0.156
0.689,0.689,0.1558
0.69,0.69,0.1557
0.691,0.691,0.1555
0.692,0.692,0.1553
0.693,0.693,0.1551
0.694,0.694,0.155
0.695,0.695,0.1548
0.696,0.696,0.1546
0.697,0.697,0.1545
0.698,0.698,0.1543
0.699,0.699,0.1541
0.7,0.7,0.154
