tag,round_name,u0,xl,dvtshift,delta_wgaa,delta_tgaa,eot_0,loss,log_rmse_all,log_rmse_low,log_rmse_mid,rel_rmse_high,lin_rmse,max_rel_err_high,status
fit_c039,coarse,0.03,1.2e-08,0.12,0.0,0.0,9.000000000000001e-10,1.0074212862937553,0.9142950153333689,1.7164977060324433,0.8965779027708071,0.37250508384154596,4.483492174745743e-06,0.42080485587542227,ok
fit_c067,coarse,0.015,1.2e-08,0.12,0.0,0.0,1.05e-09,1.0187618897181814,0.9342888971191188,1.7020748468274347,0.9537903205086671,0.33789197039624996,4.408868801863668e-06,0.3594566465054447,ok
fit_l193,local,0.016,1.6e-08,-0.02,-2e-09,0.0,9.5e-10,1.0197831720930406,0.9300306952063402,1.7924287744322829,0.8557767427377666,0.35900990754680123,4.6966937731482685e-06,0.40642916066469836,ok
fit_l161,local,0.024,2e-08,-0.02,-2e-09,0.0,9.024999999999999e-10,1.0203725618123483,0.9827209695177137,1.9185077502580046,0.9040212889466867,0.15060636917853854,2.237450943802774e-06,0.2026660367137739,ok
fit_l357,local,0.02,1.2e-08,0.02,-2e-09,0.0,9.975000000000001e-10,1.0272420498177908,0.9933032042924145,1.9121665022909964,0.9410693627609271,0.13575538210150498,2.074708004189006e-06,0.17727986056945974,ok
fit_c031,coarse,0.02,1.2e-08,0.12,0.0,0.0,9.000000000000001e-10,1.040848572783741,1.0187557437688848,1.8921315556093956,1.0299203608975818,0.08837131605942501,1.6668394291920989e-06,0.12802154117118328,ok
fit_l143,local,0.02,1.2e-08,0.02,-2e-09,-1e-09,9.024999999999999e-10,1.0494428424582287,1.0153292215800038,1.9543654888493538,0.9622064491469586,0.13645448351289946,2.1004629960955517e-06,0.18228972431868148,ok
fit_l343,local,0.02,2e-08,-0.02,-2e-09,-1e-09,9.975000000000001e-10,1.0565100569789163,0.9733393663328291,1.8766916324020484,0.9015670504759068,0.3326827625843487,4.375376322338322e-06,0.3758646920720597,ok
fit_c015,coarse,0.025,1.2e-08,0.12,0.0,0.0,8.500000000000001e-10,1.0568423662096682,1.0167893590959134,1.900736026512683,1.0157096081690302,0.1602120284550191,2.114341922470111e-06,0.20025169333320333,ok
fit_c002,coarse,0.01,1.2e-08,0.08,0.0,0.0,8.500000000000001e-10,1.05693728320833,0.9313895973041121,1.6863643401303785,0.92153728652606,0.502190743616871,6.418942337801086e-06,0.5366603746681153,ok
fit_c019,coarse,0.03,1.2e-08,0.12,0.0,0.0,8.500000000000001e-10,1.0697558831065157,0.9721679892453293,1.8217914110838158,0.9569195196202721,0.39035157544474597,4.714646897879335e-06,0.4401637541549899,ok
fit_l243,local,0.02,1.6e-08,0.0,-2e-09,-1e-09,9.5e-10,1.0808376243901296,1.0186907770493918,1.9604066469607704,0.9587773060014234,0.24858738936295152,3.3871673414412414e-06,0.2925875892399427,ok
fit_c011,coarse,0.02,1.2e-08,0.12,0.0,0.0,8.500000000000001e-10,1.0961646235287337,1.0768243781993383,1.9974174429558902,1.09117049022049,0.07736098131758166,1.6106170052626806e-06,0.12702658628890487,ok
fit_l125,local,0.02,2e-08,-0.02,-2e-09,0.0,9.024999999999999e-10,1.10714737898099,1.035059199356662,1.9975314952690406,0.9650261134659052,0.2883527184973119,3.8674502897085975e-06,0.33555503059481157,ok
fit_c047,coarse,0.015,1.2e-08,0.12,0.0,0.0,9.5e-10,1.1275032356252377,1.0468220528981278,1.911630443249743,1.0712743128336435,0.32272473090843995,4.250704921546605e-06,0.34651363331952667,ok
fit_l321,local,0.016,1.2e-08,0.02,-2e-09,0.0,9.975000000000001e-10,1.1346990830178325,1.058202269834194,2.0088817433542996,1.0171921103512727,0.30598725273455374,4.063694827038414e-06,0.3419131205748119,ok
fit_l107,local,0.016,1.2e-08,0.02,-2e-09,-1e-09,9.024999999999999e-10,1.1565571424199896,1.0800911731559133,2.0510905669756623,1.0382114412184398,0.3058638770563054,4.079230655056092e-06,0.3459285659407961,ok
fit_l307,local,0.016,2e-08,-0.02,-2e-09,-1e-09,9.975000000000001e-10,1.1598750438370944,1.0435231827180451,1.9734247755227632,0.98049368799826,0.46540744447619725,5.970464961701542e-06,0.500780346320235,ok
fit_c027,coarse,0.015,1.2e-08,0.12,0.0,0.0,9.000000000000001e-10,1.1825740070627593,1.1039584103800248,2.016826991760137,1.1316250490002169,0.3144623867309378,4.165607051502365e-06,0.34581716490193176,ok
fit_l207,local,0.016,1.6e-08,0.0,-2e-09,-1e-09,9.5e-10,1.1857670120420432,1.08634963278001,2.0571483510089936,1.0365174784814442,0.39766951704813236,5.164823914393845e-06,0.4338928860667795,ok
fit_l389,local,0.024,2e-08,0.0,-2e-09,0.0,9.975000000000001e-10,1.1875429359930636,1.1370970401877554,2.17655965963035,1.0868123345771166,0.20178358322123258,2.854796876924612e-06,0.23617305927056134,ok
fit_l175,local,0.024,2e-08,0.0,-2e-09,-1e-09,9.024999999999999e-10,1.197918792514164,1.1478033636040639,2.197778988837687,1.0965160877237492,0.20046171564040108,2.857279064272973e-06,0.24031791831340124,ok
fit_c063,coarse,0.01,1.2e-08,0.12,0.0,0.0,1.05e-09,1.209213396722254,1.0696186321012064,1.8779204207159685,1.1049904873174008,0.5583790584841902,7.061933120584295e-06,0.5729860916626535,ok
fit_l089,local,0.016,2e-08,-0.02,-2e-09,0.0,9.024999999999999e-10,1.2108757611262524,1.1034705845001913,2.0942812003220928,1.0429829021029904,0.4296207065042443,5.556655890551848e-06,0.46844402447584926,ok
fit_l289,local,0.024,1.6e-08,0.02,-2e-09,0.0,9.5e-10,1.2174834574191948,1.1915102236501223,2.2679364414864867,1.1551088181562625,0.10389293507629037,1.830808761946629e-06,0.13454676114921035,ok
fit_c007,coarse,0.015,1.2e-08,0.12,0.0,0.0,8.500000000000001e-10,1.2380393670120506,1.1616091826805865,2.1221484195020928,1.1930365337719782,0.3057207373258561,4.076617902159872e-06,0.34502120099610895,ok
fit_l139,local,0.02,2e-08,0.0,-2e-09,-1e-09,9.024999999999999e-10,1.2846865475035196,1.201547474888896,2.276824033226727,1.159731495735214,0.3325562904584945,4.403120399536625e-06,0.36700542581332385,ok
fit_c043,coarse,0.01,1.2e-08,0.12,0.0,0.0,9.5e-10,1.3166461304735795,1.1795811039022148,2.0875252343579147,1.2218152270329175,0.5482601062854588,6.9494515830736024e-06,0.5642097615620473,ok
fit_l403,local,0.024,2e-08,0.02,-2e-09,-1e-09,9.975000000000001e-10,1.367104704850377,1.3035610926825016,2.4514287646666673,1.2847635585010388,0.2541744486715018,3.479129859841917e-06,0.28950271856497256,ok
fit_l211,local,0.016,2e-08,0.0,-2e-09,-1e-09,9.5e-10,1.3710052881925918,1.2523458583038185,2.337073078101671,1.220038819923894,0.47463771955509326,6.088560959505468e-06,0.500780346320235,ok
fit_c023,coarse,0.01,1.2e-08,0.12,0.0,0.0,9.000000000000001e-10,1.371298956356909,1.2356088029321137,2.192705582069812,1.2819917518627986,0.5427606136991807,6.888645204230901e-06,0.563712284120908,ok
fit_l325,local,0.016,1.6e-08,0.02,-2e-09,0.0,9.975000000000001e-10,1.3898362533426516,1.2873192533082136,2.398395917282916,1.2718190335099058,0.4100680001377515,5.3089940182915585e-06,0.4311452398189052,ok
fit_l111,local,0.016,1.6e-08,0.02,-2e-09,-1e-09,9.024999999999999e-10,1.4051655962193594,1.302949407794454,2.428829298824912,1.2868456686069352,0.40886475369962183,5.310064114617756e-06,0.4342683639924484,ok
fit_l293,local,0.024,2e-08,0.02,-2e-09,0.0,9.5e-10,1.4066546363132482,1.3521291270949247,2.540048312217214,1.3377595791333776,0.21810203687329366,3.08893756885134e-06,0.2628379277199106,ok
fit_c003,coarse,0.01,1.2e-08,0.12,0.0,0.0,8.500000000000001e-10,1.4264692871226923,1.2922438910320686,2.29802146410613,1.3432799709109626,0.5369015843624949,6.823940741119408e-06,0.5632148066797689,ok
fit_l257,local,0.02,2e-08,0.02,-2e-09,0.0,9.5e-10,1.4934986884144306,1.4064813582325517,2.6190963009850354,1.4026919070973165,0.3480693207275154,4.585444940915881e-06,0.3855158647048411,ok
fit_l221,local,0.016,2e-08,0.02,-2e-09,0.0,9.5e-10,1.595623938867621,1.4760614713058744,2.7158530733991313,1.484057945161151,0.47824987024698656,6.127858913163516e-06,0.5082932971779994,ok
