tag,U0,XL,DVTSHIFT,DeltaWGAA,DeltaTGAA,loss,log_rmse_vd005,log_rmse_vd070,log_rmse_all,rel_rmse_high_vd005,rel_rmse_high_vd070,max_abs_log_err,status
eval_0056,0.8637434105709761,4.336023810602505e-10,0.10047126282293456,-9.094457604406936e-09,7.986727325432726e-10,294.94007333717764,294.0624084387619,295.3605656909917,294.6400733371777,1.0,1.0,296.7289626356506,ok
eval_0057,0.0007244375664691484,3.063722582307058e-09,-0.06754251504097519,1.2093555222287731e-08,1.9654470583636244e-09,2.100767226191389,1.7747107925202141,1.8736646872736897,1.8193548742704342,0.9391816311921277,0.9369007149475707,4.748567794176979,ok
eval_0058,0.00020533640404455506,1.2845200440191428e-09,0.2977595831872982,7.191611384346111e-09,1.8523274513216813e-09,2.0937908961799008,1.750164833843633,1.8570981078600746,1.7984758441211155,0.9845434812141531,0.9842235325110821,3.7998868725159136,ok
eval_0059,0.027137635187006213,3.785491722631382e-08,-0.17596043893497973,-4.488247571261316e-09,2.2721304813646982e-10,5.764109464050182,6.197382497455273,4.531907853639953,5.51956624980984,0.7812981855357396,0.8489899093998731,9.607503657001146,ok
eval_0060,0.1927216668592888,-4.544101446067917e-09,-0.26767067124766813,6.927598080440905e-09,5.322867644136512e-10,7.89328530682083,3.3816160466067413,2.9078291869744213,3.1797714410494335,23.285391794531062,8.138033977278248,6.843105794040859,ok
eval_0061,0.016436566352812796,3.23624961748061e-09,-0.3054189300768423,2.0201929490864617e-09,5.94360947788533e-10,2.102656443103532,2.167694728985622,1.9366417442260886,2.068193714661191,0.0972478415101817,0.13250368143875776,5.045665224554312,ok
eval_0062,0.001829606633460358,3.992490527226279e-09,0.24046640588643486,1.3095743231798667e-08,1.3529943064734564e-09,2.1480977913598536,1.867085603980869,1.923453663112057,1.892345377200819,0.8552496825765213,0.8497664118170443,5.098765238259937,ok
eval_0063,0.004534137383453936,2.2328983565173518e-08,-0.171297949224413,-2.5510360429974544e-09,4.618051659210445e-10,1.5967898150008513,1.2314154221498443,1.430246617466866,1.3234777946608887,0.9058549108592705,0.9162252247404794,2.871415360084436,ok
eval_0064,0.019238434639379447,2.893782085793452e-08,-0.7969119316221417,7.114662055379797e-09,2.876916779830996e-10,2.193354096973337,2.102892722249385,2.001161938501995,2.0582998761891758,0.4536347127233594,0.446726759171051,5.291181712877739,ok
eval_0065,0.0002567825490677053,2.4521229374432226e-08,-0.31413164143160527,-3.870232205028499e-10,4.4163320677723887e-10,2.048138722412667,1.645964055195179,1.8715961103122114,1.7498405119551768,0.9941886866158873,0.9944660497673798,2.2630183758239735,ok
eval_0066,0.004723401618317259,-1.1813325055557407e-09,0.3791439246781305,3.821306726287813e-09,3.4293929996810137e-10,2.0361511947955573,1.8981607955159192,1.7652059840202468,1.8402560417341594,0.6514712028893815,0.6544964841866059,4.703679392133589,ok
eval_0067,0.0031773471259605723,-4.217288171796945e-10,0.5566280538241166,-3.616736423521167e-09,1.358442683838186e-09,119.35654285676843,130.40707929148445,103.14935376745008,119.06542943424371,0.9623522240836402,0.978403926081116,291.82695165112466,ok
eval_0068,0.18287216301418321,-2.0730107891607794e-09,0.645832699077786,-6.590047314191401e-09,2.829985557400896e-10,294.94007333717764,294.0624084387619,295.3605656909917,294.6400733371777,1.0,1.0,296.7289626356506,ok
eval_0069,0.007704529373210969,7.198592183873859e-09,0.17142893767136835,8.435488272495389e-09,1.6871198339032742e-09,2.040705618866248,1.9399647606076666,1.772591047882526,1.8674293815037377,0.5746398080809817,0.5805351076690872,4.7205279645791665,ok
eval_0070,0.0030922344619827777,-2.3739367930248747e-09,-0.165429477309781,-2.9034919984418884e-09,4.609311194779671e-10,0.878933119891197,0.6500606090443223,0.6106238560387123,0.6328366430788456,0.8135707550083455,0.8270724237406649,0.9606739735194072,ok
eval_0071,0.0016102027519637185,2.7659653648924156e-08,0.056109158973807284,-4.476394817142149e-09,1.0416811620646646e-09,119.38130703176277,130.4264297354285,103.16507385223044,119.08325645875661,0.9917912606710654,0.9952125593700343,291.82695165112466,ok
eval_0072,0.20034234915147534,-2.6804928659831583e-09,0.019266200023174918,-1.318024882667871e-09,1.9016375339359123e-09,3.4834302885440236,1.9070040801203874,1.26738210065739,1.6535602117265367,10.920025335602052,1.2791085098478612,3.1172354617013287,ok
eval_0073,0.0007916286957096302,4.138333157604136e-09,-0.6435186619040305,-3.279653210516125e-10,1.7348567668509129e-09,1.9851458801315165,1.7020070221188652,1.6922121620688566,1.6976607278685525,0.9585899017348414,0.9579777800182515,3.915965582263002,ok
eval_0074,0.004229954162548211,2.219485019725424e-09,0.6613068895794602,-1.3854288507709608e-09,7.176157176381138e-11,49.268167672203866,8.241742312895179,72.89342518198548,48.98235206095229,0.9411581114324605,0.9642792969114286,290.66757323699136,ok
eval_0075,0.0014054197355101601,-1.0337039609880955e-09,-0.5684802572899876,-3.654948276726546e-09,1.9974389562332366e-09,1.7529088440624794,1.5680569024309312,1.3579571082846023,1.4783700588474367,0.9147277187588253,0.9155308493414596,3.276914358046789,ok
eval_0076,0.0011989491195588543,1.5760258235299956e-08,-0.04826034409361366,-8.26548267577699e-10,-6.153007146634189e-10,2.372607380388181,2.0402400928166537,2.1307591930868894,2.0809569683569387,0.9701566341916225,0.9741794460166605,3.60013039421497,ok
eval_0077,0.00044043083645714184,2.1488939046719547e-08,-0.4238524890572924,-8.661187783459596e-09,2.0371031877346682e-10,294.94007333717764,294.0624084387619,295.3605656909917,294.6400733371777,1.0,1.0,296.7289626356506,ok
