Vg,Id
-0.116145,8.352411e-007
-0.0181784,7.314341e-006
0.095925,1.897219e-004
0.193737,0.00298205
0.291737,0.0230379
0.400874,0.0874515
0.504691,0.18498
0.603088,0.317557
0.712468,0.480784
0.800004,0.59104
0.903954,0.757234
1.00247,0.820972
1.10647,0.88994
1.205,0.925367
1.309,0.962058
1.40754,0.959421
